user_id,age,gender,height_cm,weight_kg,fitness_level,experience_months,consistency,previous_training,goals,preferred_duration,preferred_frequency,preferred_style,preferred_exercises,equipment,available_time,schedule_flexibility,limitations,recovery_capacity,energy_levels,stress_levels,sleep_quality,motivation_type,enjoyment_factors,preferred_intensity,bmi,exp_bin,primary_goal
U000111,60,Male,191,82,Beginner,6,1,None/Minimal,Athletic Performance,45-60 min,3,No preference,"Isolation exercises,Free weights,Compound movements",Dumbbell Only,45-60 min,2,Ankle issues,2,3,2,2,Competition,Achievement,1,22.5,0-6,Athletic Performance
U000112,25,Male,187,99,Beginner,4,1,None/Minimal,Hypertrophy,45-60 min,2,Full Body,"Free weights,Compound movements,Machine-based exercises",Dumbbell Only,60-90 min,5,None,2,3,3,3,Results-driven,Social,1,28.3,0-6,Hypertrophy
U000113,51,Male,177,84,Novice,21,5,Push/Pull/Legs,Strength,30-45 min,3,Push/Pull/Legs,"Bodyweight exercises,Machine-based exercises,Compound movements",Garage Gym,30-45 min,3,None,3,3,2,4,Competition,Challenge,3,26.8,7-24,Strength
U000114,43,Female,153,83,Advanced,112,4,Upper/Lower,Strength,60-75 min,4,Upper/Lower,"Cardio,Olympic lifts,Machine-based exercises",Full Gym,45-60 min,3,None,1,2,5,3,Social,Social,5,35.5,61-120,Strength
U000115,37,Male,181,95,Novice,17,2,Full Body,General Fitness,75-90 min,3,No preference,"Isolation exercises,Olympic lifts,Bodyweight exercises",At Home,60-90 min,2,None,3,4,2,5,Process-driven,Achievement,3,29.0,7-24,General Fitness
U000116,27,Female,172,74,Novice,22,4,Other,"General Fitness,Strength",45-60 min,3,Push/Pull/Legs,"Free weights,Isolation exercises,Cardio",At Home,30-45 min,3,None,3,2,3,3,Competition,Social,4,25.0,7-24,General Fitness
U000117,25,Female,184,55,Beginner,4,4,Full Body,"Weight Loss,Strength",45-60 min,2,Full Body,"Compound movements,Bodyweight exercises",Full Gym,45-60 min,5,None,5,3,1,4,Results-driven,Achievement,1,16.2,0-6,Weight Loss
U000118,44,Male,180,71,Beginner,6,4,None/Minimal,Hypertrophy,30-45 min,3,Push/Pull/Legs,"Cardio,Free weights,Compound movements",Full Gym,≤30 min,3,None,2,3,4,2,Competition,"Variety,Structure",1,21.9,0-6,Hypertrophy
U000119,42,Female,152,65,Novice,19,4,Full Body,Strength,45-60 min,5,Full Body,"Olympic lifts,Machine-based exercises,Bodyweight exercises",Full Gym,45-60 min,4,None,5,5,1,5,Process-driven,Structure,3,28.1,7-24,Strength
U000120,22,Male,166,60,Novice,21,3,Upper/Lower,Strength,45-60 min,3,No preference,"Free weights,Cardio,Machine-based exercises",Dumbbell Only,45-60 min,4,None,1,2,4,2,Results-driven,Achievement,1,21.8,7-24,Strength
U000121,52,Male,172,106,Beginner,5,1,None/Minimal,Weight Loss,60-75 min,2,Full Body,"Isolation exercises,Cardio,Machine-based exercises",At Home,60-90 min,5,Ankle issues,5,3,2,3,Competition,"Challenge,Structure",3,35.8,0-6,Weight Loss
U000122,24,Male,179,78,Intermediate,58,4,Full Body,Hypertrophy,45-60 min,5,Body Part Split,"Machine-based exercises,Free weights",Full Gym,45-60 min,5,None,2,2,4,2,Process-driven,Challenge,4,24.3,25-60,Hypertrophy
U000123,25,Female,180,53,Beginner,1,3,CrossFit/Functional Fitness,"Athletic Performance,Strength",30-45 min,2,Full Body,Compound movements,At Home,45-60 min,2,None,3,1,3,3,Results-driven,Achievement,1,16.4,0-6,Athletic Performance
U000124,28,Female,181,48,Beginner,0,3,None/Minimal,General Fitness,60-75 min,2,Push/Pull/Legs,"Machine-based exercises,Bodyweight exercises",Garage Gym,45-60 min,1,None,1,1,5,1,Social,"Social,Challenge",2,14.7,,General Fitness
U000125,58,Male,199,107,Beginner,2,1,Upper/Lower,"Hypertrophy,Strength",30-45 min,4,No preference,"Isolation exercises,Free weights",Dumbbell Only,≤30 min,2,Ankle issues,3,3,3,3,Process-driven,Structure,1,27.0,0-6,Hypertrophy
U000126,24,Male,176,72,Intermediate,28,3,Upper/Lower,Strength,30-45 min,3,Full Body,"Machine-based exercises,Cardio",Dumbbell Only,30-45 min,3,None,1,2,5,1,Results-driven,"Challenge,Structure",3,23.2,25-60,Strength
U000127,19,Male,180,77,Beginner,3,2,None/Minimal,"Hypertrophy,Endurance",30-45 min,2,Full Body,Isolation exercises,At Home,30-45 min,2,None,3,4,2,3,Process-driven,Variety,2,23.8,0-6,Hypertrophy
U000128,52,Female,180,63,Advanced,67,4,Push/Pull/Legs,Hypertrophy,60-75 min,6,Upper/Lower,"Machine-based exercises,Isolation exercises,Bodyweight exercises",Garage Gym,60-90 min,4,None,2,2,3,3,Competition,Variety,2,19.4,61-120,Hypertrophy
U000129,28,Female,161,47,Novice,19,4,Body Part Split,Strength,45-60 min,2,Full Body,"Olympic lifts,Cardio",At Home,30-45 min,5,None,3,3,4,2,Results-driven,"Achievement,Social",3,18.1,7-24,Strength
U000130,53,Male,191,61,Novice,16,2,CrossFit/Functional Fitness,Strength,30-45 min,3,Upper/Lower,"Compound movements,Olympic lifts,Free weights",Full Gym,45-60 min,5,Ankle issues,1,2,5,1,Social,Structure,3,16.7,7-24,Strength
U000131,57,Male,195,73,Intermediate,27,5,CrossFit/Functional Fitness,Strength,75-90 min,5,Push/Pull/Legs,"Compound movements,Isolation exercises",At Home,60-90 min,3,None,3,3,4,2,Results-driven,Achievement,4,19.2,25-60,Strength
U000132,44,Male,165,79,Beginner,2,3,Cardio-focused,Strength,30-45 min,4,Full Body,"Olympic lifts,Machine-based exercises",Garage Gym,30-45 min,3,None,4,4,3,3,Competition,"Achievement,Variety",3,29.0,0-6,Strength
U000133,62,Female,162,66,Beginner,6,2,Upper/Lower,Hypertrophy,75-90 min,2,Full Body,"Bodyweight exercises,Isolation exercises",At Home,60-90 min,3,None,5,4,1,5,Competition,Variety,1,25.1,0-6,Hypertrophy
U000134,56,Male,189,71,Intermediate,57,3,Sports-specific,Weight Loss,75-90 min,6,Body Part Split,"Isolation exercises,Free weights",Dumbbell Only,60-90 min,1,None,3,3,3,3,Process-driven,Achievement,2,19.9,25-60,Weight Loss
U000135,45,Prefer not to say,165,74,Advanced,80,3,Cardio-focused,Hypertrophy,75-90 min,5,Body Part Split,Machine-based exercises,Full Gym,60-90 min,2,None,2,2,5,2,Competition,"Variety,Achievement",4,27.2,61-120,Hypertrophy
U000136,47,Male,199,67,Beginner,2,1,Full Body,Weight Loss,30-45 min,2,No preference,"Isolation exercises,Bodyweight exercises",Full Gym,45-60 min,1,Shoulder issues,2,1,5,2,Process-driven,Social,5,16.9,0-6,Weight Loss
U000137,43,Male,170,103,Beginner,5,2,None/Minimal,"Strength,Weight Loss",30-45 min,3,No preference,Isolation exercises,At Home,≤30 min,2,None,2,3,4,2,Results-driven,"Variety,Achievement",1,35.6,0-6,Strength
U000138,51,Female,171,46,Intermediate,17,3,Push/Pull/Legs,Hypertrophy,75-90 min,3,Push/Pull/Legs,Machine-based exercises,Full Gym,90+ min,5,None,3,2,3,2,Social,Achievement,4,15.7,7-24,Hypertrophy
U000139,29,Male,177,88,Novice,10,2,Full Body,Strength,30-45 min,3,Upper/Lower,"Isolation exercises,Olympic lifts,Bodyweight exercises",At Home,≤30 min,1,Ankle issues,2,2,4,1,Process-driven,Achievement,3,28.1,7-24,Strength
U000140,58,Male,187,102,Novice,7,4,Full Body,Weight Loss,30-45 min,2,Push/Pull/Legs,"Cardio,Isolation exercises",At Home,≤30 min,3,Wrist/elbow issues,1,1,5,1,Results-driven,Variety,3,29.2,7-24,Weight Loss
U000141,62,Male,176,106,Novice,17,2,Body Part Split,"Strength,Endurance",30-45 min,3,Upper/Lower,"Compound movements,Machine-based exercises,Free weights",Dumbbell Only,30-45 min,3,None,4,3,5,2,Competition,"Achievement,Challenge",2,34.2,7-24,Strength
U000142,39,Female,170,69,Novice,8,2,Push/Pull/Legs,Weight Loss,45-60 min,3,Upper/Lower,Cardio,Garage Gym,30-45 min,2,None,3,3,4,3,Results-driven,"Achievement,Challenge",3,23.9,7-24,Weight Loss
U000143,37,Male,192,76,Novice,4,2,None/Minimal,Hypertrophy,60-75 min,2,Upper/Lower,"Machine-based exercises,Isolation exercises,Bodyweight exercises",Garage Gym,45-60 min,5,None,2,1,4,1,Results-driven,"Achievement,Social",2,20.6,0-6,Hypertrophy
U000144,59,Male,198,75,Beginner,6,2,None/Minimal,Weight Loss,30-45 min,3,Full Body,"Free weights,Olympic lifts,Cardio",At Home,30-45 min,4,None,5,4,4,3,Process-driven,"Challenge,Social",3,19.1,0-6,Weight Loss
U000145,48,Male,167,107,Beginner,0,1,None/Minimal,"Strength,General Fitness",45-60 min,3,Full Body,"Compound movements,Bodyweight exercises,Free weights",Full Gym,30-45 min,5,None,4,3,2,5,Social,"Variety,Social",1,38.4,,Strength
U000146,37,Female,168,66,Novice,21,3,Cardio-focused,"General Fitness,Strength",45-60 min,4,Full Body,"Free weights,Isolation exercises",Dumbbell Only,30-45 min,2,None,4,4,3,4,Social,"Achievement,Challenge",1,23.4,7-24,General Fitness
U000147,23,Female,174,61,Novice,13,3,Full Body,General Fitness,60-75 min,2,No preference,"Compound movements,Isolation exercises",At Home,60-90 min,1,Wrist/elbow issues,2,3,5,1,Social,"Achievement,Variety",2,20.1,7-24,General Fitness
U000148,58,Female,182,80,Novice,19,3,CrossFit/Functional Fitness,"General Fitness,Weight Loss",60-75 min,4,Push/Pull/Legs,"Cardio,Free weights",At Home,45-60 min,3,None,3,5,3,3,Competition,Structure,1,24.2,7-24,General Fitness
U000149,32,Male,193,93,Beginner,6,3,Full Body,Strength,90+ min,2,Full Body,"Isolation exercises,Olympic lifts",Full Gym,90+ min,2,None,1,2,4,1,Process-driven,Challenge,1,25.0,0-6,Strength
U000150,58,Female,158,49,Intermediate,13,1,Cardio-focused,"Athletic Performance,Endurance",30-45 min,3,Push/Pull/Legs,"Olympic lifts,Isolation exercises,Bodyweight exercises",At Home,45-60 min,1,Back issues,3,3,2,4,Results-driven,"Social,Challenge",4,19.6,7-24,Athletic Performance
U000151,47,Female,153,47,Intermediate,29,5,Body Part Split,Weight Loss,90+ min,5,Full Body,"Machine-based exercises,Cardio,Isolation exercises",At Home,60-90 min,4,Shoulder issues,2,1,4,1,Process-driven,"Social,Structure",2,20.1,25-60,Weight Loss
U000152,48,Male,182,76,Beginner,6,1,Full Body,Weight Loss,30-45 min,2,No preference,Cardio,Full Gym,30-45 min,5,None,1,1,4,2,Competition,"Structure,Achievement",3,22.9,0-6,Weight Loss
U000153,61,Female,164,78,Beginner,3,3,None/Minimal,General Fitness,30-45 min,2,Body Part Split,"Bodyweight exercises,Free weights",Dumbbell Only,45-60 min,5,None,5,4,3,4,Process-driven,Social,2,29.0,0-6,General Fitness
U000154,46,Male,187,66,Intermediate,43,4,Sports-specific,"Hypertrophy,General Fitness",60-75 min,4,Full Body,"Olympic lifts,Isolation exercises",Full Gym,60-90 min,3,None,5,5,2,4,Results-driven,Variety,3,18.9,25-60,Hypertrophy
U000155,24,Male,189,82,Novice,3,4,Push/Pull/Legs,Strength,30-45 min,3,Full Body,"Olympic lifts,Cardio",At Home,30-45 min,1,None,5,4,2,4,Process-driven,Social,2,23.0,0-6,Strength
U000156,26,Female,178,75,Beginner,2,3,Full Body,"Strength,Athletic Performance",30-45 min,2,Push/Pull/Legs,"Olympic lifts,Machine-based exercises,Cardio",Full Gym,≤30 min,1,Ankle issues,4,3,3,3,Social,"Social,Achievement",2,23.7,0-6,Strength
U000157,63,Female,173,45,Beginner,1,1,None/Minimal,Weight Loss,45-60 min,2,Upper/Lower,"Machine-based exercises,Olympic lifts",Dumbbell Only,30-45 min,4,Back issues,3,4,3,4,Competition,"Challenge,Achievement",2,15.0,0-6,Weight Loss
U000158,57,Male,173,82,Beginner,6,2,None/Minimal,"General Fitness,Weight Loss",30-45 min,3,No preference,"Free weights,Cardio",Dumbbell Only,≤30 min,2,None,3,4,2,2,Competition,Structure,1,27.4,0-6,General Fitness
U000159,24,Female,160,59,Novice,7,3,Upper/Lower,Hypertrophy,30-45 min,2,Upper/Lower,"Machine-based exercises,Compound movements",Garage Gym,45-60 min,4,None,4,4,2,4,Social,"Challenge,Variety",3,23.0,7-24,Hypertrophy
U000160,21,Female,168,46,Beginner,1,2,None/Minimal,Athletic Performance,45-60 min,2,Upper/Lower,"Olympic lifts,Cardio",Dumbbell Only,45-60 min,2,None,3,5,1,4,Process-driven,"Variety,Challenge",3,16.3,0-6,Athletic Performance
U000161,23,Female,173,54,Novice,23,3,Push/Pull/Legs,Weight Loss,45-60 min,2,Full Body,"Bodyweight exercises,Machine-based exercises,Compound movements",Dumbbell Only,60-90 min,1,None,3,3,4,3,Social,"Variety,Challenge",2,18.0,7-24,Weight Loss
U000162,25,Male,174,82,Intermediate,22,5,Push/Pull/Legs,Strength,60-75 min,5,Push/Pull/Legs,"Bodyweight exercises,Free weights",At Home,45-60 min,5,None,3,3,3,2,Process-driven,Variety,5,27.1,7-24,Strength
U000163,30,Female,161,46,Beginner,6,4,Full Body,Weight Loss,45-60 min,2,No preference,"Olympic lifts,Cardio",At Home,45-60 min,4,None,2,2,5,2,Results-driven,"Structure,Challenge",2,17.7,0-6,Weight Loss
U000164,56,Male,187,75,Beginner,6,2,Full Body,Strength,30-45 min,3,No preference,Bodyweight exercises,Full Gym,≤30 min,2,None,3,1,5,1,Results-driven,"Achievement,Social",3,21.4,0-6,Strength
U000165,22,Male,174,71,Advanced,53,2,Push/Pull/Legs,Strength,75-90 min,5,Body Part Split,"Machine-based exercises,Olympic lifts,Free weights",Dumbbell Only,60-90 min,2,Back issues,1,2,3,2,Social,Social,5,23.5,25-60,Strength
U000166,21,Female,158,48,Novice,4,4,Full Body,"Weight Loss,Athletic Performance",45-60 min,4,Upper/Lower,"Cardio,Bodyweight exercises",Dumbbell Only,60-90 min,1,None,3,4,3,2,Competition,"Achievement,Variety",2,19.2,0-6,Weight Loss
U000167,37,Male,192,75,Novice,17,3,CrossFit/Functional Fitness,Weight Loss,30-45 min,3,Push/Pull/Legs,"Free weights,Isolation exercises,Olympic lifts",Full Gym,≤30 min,2,None,2,2,2,3,Results-driven,"Social,Challenge",1,20.3,7-24,Weight Loss
U000168,22,Male,195,99,Novice,21,3,None/Minimal,"General Fitness,Endurance",60-75 min,6,Full Body,"Machine-based exercises,Free weights",Full Gym,60-90 min,4,None,5,4,1,4,Competition,"Social,Variety",2,26.0,7-24,General Fitness
U000169,57,Male,184,103,Beginner,4,2,Full Body,Hypertrophy,30-45 min,3,Upper/Lower,"Compound movements,Machine-based exercises,Olympic lifts",Full Gym,≤30 min,2,None,5,5,4,3,Process-driven,Structure,1,30.4,0-6,Hypertrophy
U000170,41,Female,167,86,Advanced,47,3,CrossFit/Functional Fitness,"Strength,Hypertrophy",60-75 min,5,Body Part Split,"Machine-based exercises,Isolation exercises",Garage Gym,45-60 min,5,None,3,4,4,3,Social,"Structure,Social",3,30.8,25-60,Strength
U000171,25,Female,183,51,Beginner,3,2,None/Minimal,"Hypertrophy,Athletic Performance",75-90 min,2,Full Body,"Olympic lifts,Bodyweight exercises,Isolation exercises",At Home,60-90 min,4,None,3,3,4,3,Competition,"Achievement,Variety",3,15.2,0-6,Hypertrophy
U000172,56,Female,155,82,Advanced,86,3,CrossFit/Functional Fitness,Athletic Performance,60-75 min,4,Upper/Lower,"Isolation exercises,Cardio,Bodyweight exercises",At Home,60-90 min,2,None,4,4,3,4,Social,Variety,5,34.1,61-120,Athletic Performance
U000173,52,Female,184,75,Beginner,0,3,Push/Pull/Legs,"Weight Loss,Strength",30-45 min,2,Upper/Lower,"Cardio,Compound movements,Olympic lifts",Full Gym,30-45 min,3,None,4,5,1,5,Results-driven,Variety,2,22.2,,Weight Loss
U000174,28,Female,159,86,Intermediate,14,2,Upper/Lower,Hypertrophy,45-60 min,4,Upper/Lower,"Bodyweight exercises,Isolation exercises",Garage Gym,30-45 min,2,Hip issues,3,5,3,3,Results-driven,"Achievement,Social",4,34.0,7-24,Hypertrophy
U000175,54,Male,195,69,Beginner,2,2,Full Body,Strength,30-45 min,4,Upper/Lower,"Isolation exercises,Bodyweight exercises",Garage Gym,30-45 min,2,None,2,4,3,3,Competition,Challenge,2,18.1,0-6,Strength
U000176,56,Prefer not to say,152,108,Novice,13,1,Push/Pull/Legs,"General Fitness,Hypertrophy",30-45 min,4,Upper/Lower,"Isolation exercises,Free weights",Full Gym,30-45 min,3,None,4,3,3,4,Process-driven,Variety,2,46.7,7-24,General Fitness
U000177,38,Male,170,107,Beginner,1,2,Upper/Lower,"Athletic Performance,General Fitness",30-45 min,2,Upper/Lower,Isolation exercises,Dumbbell Only,30-45 min,5,Hip issues,4,2,3,3,Results-driven,Variety,3,37.0,0-6,Athletic Performance
U000178,37,Female,180,73,Novice,17,3,Body Part Split,"General Fitness,Endurance",30-45 min,2,Upper/Lower,"Isolation exercises,Olympic lifts,Cardio",At Home,45-60 min,5,None,4,5,4,4,Results-driven,"Achievement,Challenge",3,22.5,7-24,General Fitness
U000179,19,Female,176,45,Beginner,1,1,None/Minimal,"Weight Loss,Endurance",45-60 min,3,Body Part Split,Isolation exercises,Dumbbell Only,30-45 min,5,None,3,3,2,4,Results-driven,Achievement,1,14.5,0-6,Weight Loss
U000180,32,Male,198,70,Intermediate,37,3,Push/Pull/Legs,Endurance,45-60 min,3,Upper/Lower,"Free weights,Isolation exercises",At Home,60-90 min,2,Ankle issues,3,3,2,4,Competition,Structure,4,17.9,25-60,Endurance
U000181,36,Female,171,68,Novice,22,4,Upper/Lower,Hypertrophy,30-45 min,2,Upper/Lower,"Olympic lifts,Compound movements",Dumbbell Only,30-45 min,3,Shoulder issues,5,3,2,4,Social,"Achievement,Challenge",2,23.3,7-24,Hypertrophy
U000182,29,Male,181,101,Novice,13,2,CrossFit/Functional Fitness,"Hypertrophy,General Fitness",60-75 min,3,Full Body,Free weights,At Home,60-90 min,1,Shoulder issues,4,2,4,2,Competition,Challenge,2,30.8,7-24,Hypertrophy
U000183,65,Prefer not to say,187,96,Advanced,79,5,Body Part Split,"Hypertrophy,Weight Loss",45-60 min,4,Upper/Lower,"Cardio,Machine-based exercises",At Home,60-90 min,4,None,3,3,3,2,Process-driven,Variety,5,27.5,61-120,Hypertrophy
U000184,42,Female,179,51,Beginner,5,2,Other,General Fitness,30-45 min,3,Upper/Lower,"Cardio,Free weights,Bodyweight exercises",Dumbbell Only,≤30 min,4,None,4,4,3,3,Competition,"Achievement,Social",1,15.9,0-6,General Fitness
U000185,57,Female,154,55,Intermediate,19,4,Sports-specific,Hypertrophy,60-75 min,3,Body Part Split,"Isolation exercises,Machine-based exercises,Cardio",Full Gym,45-60 min,4,None,2,4,5,2,Process-driven,Achievement,4,23.2,7-24,Hypertrophy
U000186,65,Female,151,50,Intermediate,49,1,Push/Pull/Legs,"Weight Loss,Strength",60-75 min,3,Body Part Split,"Compound movements,Free weights",Full Gym,60-90 min,2,Ankle issues,2,3,3,3,Competition,Variety,3,21.9,25-60,Weight Loss
U000187,55,Male,170,107,Novice,21,2,Sports-specific,Weight Loss,30-45 min,4,Push/Pull/Legs,"Bodyweight exercises,Olympic lifts",At Home,30-45 min,3,None,4,3,3,4,Social,Social,3,37.0,7-24,Weight Loss
U000188,46,Male,178,84,Beginner,4,2,None/Minimal,General Fitness,60-75 min,2,No preference,"Isolation exercises,Olympic lifts",Garage Gym,45-60 min,3,Shoulder issues,2,3,4,3,Results-driven,"Structure,Variety",2,26.5,0-6,General Fitness
U000189,48,Female,179,90,Beginner,3,2,Full Body,General Fitness,30-45 min,2,Upper/Lower,"Isolation exercises,Cardio",At Home,30-45 min,2,Knee issues,2,2,5,2,Competition,Social,2,28.1,0-6,General Fitness
U000190,56,Male,167,79,Novice,10,3,Full Body,Hypertrophy,30-45 min,3,Body Part Split,"Olympic lifts,Free weights,Isolation exercises",At Home,30-45 min,3,Ankle issues,3,4,2,3,Process-driven,"Achievement,Social",3,28.3,7-24,Hypertrophy
U000191,33,Male,190,77,Novice,23,2,Upper/Lower,"General Fitness,Strength",45-60 min,3,Upper/Lower,"Compound movements,Machine-based exercises",At Home,45-60 min,1,None,5,5,1,4,Competition,"Variety,Structure",2,21.3,7-24,General Fitness
U000192,47,Male,180,66,Beginner,1,1,None/Minimal,Athletic Performance,30-45 min,2,Full Body,"Cardio,Bodyweight exercises",Garage Gym,30-45 min,4,Knee issues,3,1,4,2,Social,Achievement,1,20.4,0-6,Athletic Performance
U000193,48,Male,195,88,Beginner,0,2,None/Minimal,Strength,45-60 min,3,Full Body,Olympic lifts,Dumbbell Only,30-45 min,2,None,3,4,3,3,Process-driven,Structure,2,23.1,,Strength
U000194,32,Female,175,88,Beginner,6,2,Full Body,General Fitness,45-60 min,2,No preference,"Compound movements,Machine-based exercises,Bodyweight exercises",At Home,45-60 min,1,Ankle issues,5,5,3,5,Social,"Challenge,Variety",2,28.7,0-6,General Fitness
U000195,21,Male,172,68,Beginner,2,1,None/Minimal,Weight Loss,30-45 min,3,Upper/Lower,"Cardio,Isolation exercises",At Home,30-45 min,1,None,2,2,3,2,Competition,"Achievement,Variety",2,23.0,0-6,Weight Loss
U000196,41,Male,176,102,Beginner,3,1,Push/Pull/Legs,Hypertrophy,45-60 min,4,Full Body,"Cardio,Bodyweight exercises",Full Gym,60-90 min,2,None,3,3,3,2,Competition,Variety,1,32.9,0-6,Hypertrophy
U000197,61,Male,171,97,Advanced,102,4,Push/Pull/Legs,"Strength,General Fitness",75-90 min,6,Body Part Split,"Machine-based exercises,Compound movements,Free weights",Full Gym,60-90 min,5,Knee issues,3,2,3,3,Social,"Social,Variety",5,33.2,61-120,Strength
U000198,36,Female,152,81,Advanced,110,5,Full Body,"Hypertrophy,General Fitness",75-90 min,4,Body Part Split,Cardio,At Home,60-90 min,4,None,1,2,5,1,Process-driven,Social,5,35.1,61-120,Hypertrophy
U000199,51,Male,187,94,Advanced,114,4,Cardio-focused,"Hypertrophy,Weight Loss",60-75 min,5,Push/Pull/Legs,"Cardio,Machine-based exercises",Garage Gym,60-90 min,1,None,2,2,4,2,Results-driven,Structure,2,26.9,61-120,Hypertrophy
U000200,64,Male,174,68,Advanced,102,4,Cardio-focused,Endurance,60-75 min,4,Push/Pull/Legs,Free weights,At Home,60-90 min,3,Shoulder issues,5,5,3,4,Process-driven,"Variety,Structure",3,22.5,61-120,Endurance
U000201,56,Female,175,84,Advanced,112,4,Upper/Lower,Strength,60-75 min,5,Push/Pull/Legs,"Free weights,Olympic lifts",At Home,60-90 min,3,None,5,4,3,4,Competition,Structure,4,27.4,61-120,Strength
U000202,25,Male,191,92,Novice,12,3,Upper/Lower,"Hypertrophy,General Fitness",60-75 min,4,Body Part Split,"Bodyweight exercises,Free weights",Dumbbell Only,60-90 min,2,None,3,3,2,3,Competition,Social,3,25.2,7-24,Hypertrophy
